"X","Reviews"
272,"Wow this is insane! WB drops 4 trailer, what an excited to see Aquaman, Fantastic Beasts, Shazam, and Godzilla in cinemas later"
273,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
274,"Just watched the new fantastic beasts trailer, _rowling and the other writers are literally unable to write a story without finding twenty ways to be like ""here is something from the original series to connect it to"""
275,"Best trailers from todays  for me:
Godzilla 2 &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Fantastic Beasts 2 &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;...&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Aquaman &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Shazam! "
276,"Ranking the  trailers:

7. Titans
6. Doctor Who
5. Iron Fist
4. Fantastic Beasts: The Crimes of Grindelwald
4. Aquaman
3. Glass
2. Shazam!
1. Godzilla King of the Monsters

        "
277,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character "
278,"tHE NEW FANTASTIC BEASTS TRAILER IM SCREAMIGNJDHFJD"
279,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character "
280,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character "
281,"FANTASTIC BEASTS OMG YES IM SCREAMING ITS 1.30AM WHAT"
282,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character "
283,"Watch the New Fantastic Beasts 2 Trailer! "
284,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character "
285,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character  "
286,"A NEW FANTASTIC BEASTS TRAILER CAME OUT AND YOURE TELLING ME I MISSED THAT NEWS?!?! GAHH
I can’t take an HOUR off interwebbing without missing SOMETHING"
287,"I don’t really like watching movie trailers because they’re a bit too spoilery for me and the new fantastic beasts trailer is EVERYWHERE right now <U+0001F62D>"
288,"can the fantastic beasts cast stop hyping up johnny deep? thx"
289,"Rankings of best movie trailers released at Comic Con today.
1. Godzilla KOM  
2. Aquaman it’s really almost a tie in my book
3. Shazam 
4. Fantastic Beasts 
They all look like good film ms for next year! Can’t wait"
290,"TheWrap: Johnny Depp Surprises Comic-Con in Full ‘Fantastic Beasts’ Character.


via "
291,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character  "
292,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character "
293,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character  "
294,"Fantastic Beasts panel gets political at Comic-Con: 'Impeach Trump!'

"
295,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character  "
296,"fantastic beasts looks so good oof finally a trailer for smth that i dont have to wait til 2019 for"
297,"Films&gt;The Crimes of Grindelwald:New Fantastic Beasts 2 Trailer Exp-   "
298,"In what bizarro world do we need to identify Zoe Kravitz as ""'Fantastic Beasts' actress""? "
299,"_ALIEN        _n   _amish_txtr     _Hunter          _it _Fille _Beach3001    _didi     _pavlatos     _pill_show        Today is definitely happy news day for me... How much financial trouble must shit show Johnny Depp be in to have to go to comic con? 
 "
300," Even more shockingly, that brand predates Fantastic Beasts. They concocted it for the theme park area (where it’s at least paired with the Harry Potter name) &amp; Rowling’s been low key trying to make it a thing solus ever since. "
301,"'Fantastic Beasts' Comic Con Panel Explodes With Calls To 'Impeach Trump' - Not Everyone Is Thrilled   "
302,"Fantastic Beasts is a terrible film <U+0001F44E>"
303,"‘Fantastic Beasts’ Comic Con Panel Explodes With Calls To ‘Impeach Trump’ — Not Everyone Is Thrilled "
304,"Philippine release dates (and possibly for other Asian countries)

NOVEMBER 15: FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD

DECEMBER 13: AQUAMAN

APRIL 4: SHAZAM"
305,"5 things we learned from Fantastic Beasts: The Crimes of Grindelwald's Comic-Con trailer "
306," Wand-waving Johnny Depp appears as 'Fantastic Beasts' character Actor Johnny Dep  "
307,"FANTASTIC BEASTS 2 NEW TRAILER 2018 REVIEW:  via "
308," Out of the trailers release today Aquaman looks fun, Shazam looks awful, Fantastic Beasts has potential and Godzilla looks meh."
309,"""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via "
310,"_morrismovies Of the four trailers, Aquaman &gt; Shazam &gt; Fantastic Beasts &gt; Godzilla. So disappointed with the Godzilla trailer <U+0001F614>"
311," Wand-waving Johnny Depp appears as 'Fantastic Beasts' character Actor Johnny Dep  "
312," Wand-waving Johnny Depp appears as 'Fantastic Beasts' character Actor Johnny Dep  "
313,"Video: Movies: Millie Bobby Brown and Kyle Chandler Star in the Firs   "
314,"I could not give an actual fuck about Fantastic Beasts 2. Like I really do not care.

Every trailer is more forgettable than the last"
315,"_J_Rossi  Fantastic Beasts is a fun movie, but it feels like poorly written HP fanfic. The book itself isn’t a story (although I LOVE the book), and the movie felt too centered around the fact that it was a “period piece.” Also *super* lame romantic subplot."
316,"_J_Rossi  Not every artists work is going to be their best <U+0001F937><U+0001F3FC><U+200D>+<U+FE0F> love JK and the Fantastic Beasts book, but I didn’t find the movie up to her usual standard."
317,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
318,"I liked a  video  FANTASTIC BEASTS: The Crimes Of Grindelwald - Official COMIC-CON TRAILER REACTION!!!"
319,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
320,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
321,"All the updates, trailers, and commentary for Fantastic Beasts: The Crimes of Grindelwald  "
322,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
323,"COMIC CON TRAILERS FOR TODAY

FANTASTIC BEASTS 2: Sure? Not a Harry Potter guy. So there's not much I can say.

AQUAMAN: looks eh. Cool shots, trash CGI

GODZILLA 2: GORGEUOUS visuals and beautiful music. I'm fucking down

SHAZAM: Won the day for me. Looks like a fucking blast."
324,"Hele hele Fantastic Beasts: The Crimes of Grindelwald (2018), Official Comic-Con Trailer
 "
325,"The new Fantastic Beasts looks... *awkwardly and painfully inserts contact lenses* FANTASTIC."
326,"Fantastic Beasts 2 is giving total OG Harry Potter vibes lets gooooooooo"
327,"Johnny Depp Makes Surprise Comic-Con Appearance After Fantastic Beasts Controversy - POPSUGAR     "
328,"Wand-waving Johnny Depp appears as 'Fantastic Beasts' character at  "
329,"Dad and I are watching Fantastic Beasts tonight!"
330,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
331,"I may have just gasped majorly at the end of that fantastic beasts trailer because OM GOSH! Also Aquaman looks good!"
332,"HOLY SHHHT WE ACTUALLY GET TO SEE NICOLAS FLAMEL IN THE NEW FANTASTIC BEASTS MOVIE"
333,"New Fantastic Beasts: The Crimes of Grindelwald Trailer Is Just Magical "
334,"And the trailer for the next fantastic beasts the crimes of grindelwald.
How hot is Jude Law as Dumbledore,,"
335,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
336,"‘Fantastic Beasts’ Comic Con Panel Explodes With Calls To ‘Impeach Trump’ — Not Everyone Is Thrilled  via "
337,"la bande-annonce de fantastic beasts!!!!!!!"
338,"THE NEW FANTASTIC BEASTS 2 TRAILER IS A M A Z I N G. I CANT WAIT FOR THIS MOVIE <U+0001F62D> AND THE FACT THAT IT COMES OUT ON MY BDAY HAPPIEST BDAY EVER BYE  "
339,"OMG CAN'T WAIT! <U+0001F631><U+0001F631><U+0001F631><U+0001F631>

Watch ""Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"" on YouTube - "
340,"IM SCREAMING WAY TOO LOUD WATCHING THE NEW FANTASTIC BEASTS TRAILER !!!! BABY NEWT HELP"
341,"Johnny Depp Surprises Comic-Con in Full ‘Fantastic Beasts’ Character



Shared from my Google feed"
342,"SO MANY TRAILERS

GODZILLA WILL BE GREAT
AQUAMAN WILL BE GREAT
SHAZAM WILL BE GREAT (YAY  DC!)
FANTASTIC BEASTS WILL BE GREAT 
GLASS WILL BE OKAY LOL"
343,"00:03 SHAZAM!
02:56 Aquaman 
05:20 Glass
08:13 Godzilla 2: King of the Monsters
10:38 Fantastic Beasts 2
13:54 Star Wars The Clone Wars
16:24 Dragon Ball Super: Broly
17:54 Titan"
344,"A familiar face from the  universe makes his debut in new  trailer for  "
345,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
346,"I did not like Fantastic Beasts at all yet here I am literally screaming because we are meeting Nicholas Flamel in the next one. "
347," menggile pls especially fantastic beasts oof af"
348," Fantastic Beasts. Great film series. Looking forward to the 2nd installment November release date."
349,"All the updates, trailers, and commentary for Fantastic Beasts: The Crimes of Grindelwald:    cc   "
350," I hope its not ""fantastic beasts""  <U+2639>"
351,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
352,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
353,"Fantastic Beasts: The Crimes of Grindelwald Comic Con Panel  2018 "
354,"780 286 visualizacoes (views)
Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
355,"Haven't even bothered to watch the Fantastic Beasts trailer just because no matter how hard anyone may make me try, I just don't give a toss about those films anymore."
356,"the second fantastic beasts film is soon going out and i still haven't seen the first one lmaooo"
357,"The whole James Gunn thing has really made people forget that they're supposed to boycott fantastic beasts because of Johnny Depp and the fact JK is a piece of shit"
358,"The fact that WB cast Johnny Depp for Fantastic Beasts is despicable but allowing him to be anywhere near Amber Heard is just gross and just inexcusable "
359,"WOW! I'm as excited as the prospect of having this trilogy in book form too!  via "
360,"Out of all the trailers I've seen so far, Fantastic Beasts is by far the most forgettable."
361,"Holy shit this new Fantastic Beasts trailer HNNNNGGG"
362,"FANTASTIC BEASTS 2 Trailer 2 : "
363,"Anyone else refer to the fantastic beasts movies as the new Harry Potter movies, even though they have nothing to do with harry? Or that just me"
364,"Full Comic-Con Trailer for 'Fantastic Beasts: The Crimes of Grindelwald' "
365,"The new Fantastic Beasts film looks good. Other than allegedly hiding Dumbledores sexuality &amp; of course, not recasting Grindelwald. Don't really want to pay money to see Amber Heards ex in a film, especially given the other stuff that's come out about him"
366,"Will be skipping this like a rope.

'Fantastic Beasts' panel gets political at Comic-Con: 'Impeach Trump!'. "
367,"fantastic beasts 2 trailer looks wicked"
368,"wooosh i'm gonna watch the harry potter series ad fantastic beasts for the 3683873th time bc I'm excited af and that's the only thing that might help me through the coming months of waiting 
 "
369,"My first target!!!! are you also interested in watching it 
""Fantastic Beasts: The Crimes of Grindelwald"" Comic-Con trailer introduces Nicolas Flamel  via "
370,"Fantastic beasts the crimes of grindelwald trailerrrrr<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F494><U+0001F494>"
371,"Fantastic Beasts: The Crimes of Grindelwald (2018), Official Comic-Con Trailer
 "
372,"I added a video to a  playlist  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) |"
373," The Fantastic beasts"
374,"as much as I absolutely love the first fantastic beasts film (with all my heart and soul) the crimes of grindelwald is going to end me"
375,"El espectacular trailer de “Fantastic Beasts: The Crimes of Grindelwald” "
376," It also wasn't Fantastic Beasts and the Where to Find Them. 

They've all been named after books thus far and this one isn't."
377,"Fantastic beasts <U+0001F64F><U+0001F3FB> "
378,"Was this is backdrop for Fantastic Beasts?
If so, that pic must've been taken just after the filming, that scene is *way* to clean for any subway I've ever seen...Except Singapore maybe. "
379,"Fantastic Beasts : The Crimes of Grindelwald - Trailer REACTION  via 

"
380,"trying to push Johnny Depp aside but shiiiit the new fantastic beasts looks so good"
381,"trying to find the fuck i sort of gave at one point about fantastic beasts 2 "
382,"So many new trailers for movies I want to see!! <U+0001F3A5> <U+0001F37F> 

Godzilla 2 <U+0001F996><U+0001F98E>
Fantastic Beasts <U+0001F9D9><U+0001F3FB><U+200D>><U+FE0F>
Shazam <U+26A1><U+FE0F>
Aquaman <U+0001F30A>
Second Act <U+0001F469><U+0001F3FD><U+0001F45C>
Boy Erased <U+0001F3F3><U+FE0F><U+200D><U+0001F308> 
Patient Zero <U+0001F9DF><U+200D>><U+FE0F>
I Still See You <U+0001F32B>"
383,"¦<U+FE0F>¦<U+FE0F>¦<U+FE0F>¦<U+FE0F>¦<U+FE0F> Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
384,"The latest Fantastic Beasts: Crimes of Grindelwald trailer shows off more beasts, crime, and Grindelwald "
385,": The Crimes of Grindlewald Casts a San Diego Comic-Con Spell -    "
386,"I have so many questions about the new Fantastic Beasts trailer <U+0001F614>"
387,"Hyped for the next fantastic beasts after seeing the trailer but, a lot like cursed child, I just can't see it in the same universe as the main series, it takes too many liberties &amp; has too many inconsistencies. Good standalone stuff but it's not got the heart."
388,"there is no way I can be interested in fantastic beasts (but magic!) and I am not invested in these new characters (but creatures!) and I don't think it serves any purpose to the story of the wizarding world (but spells!) and think it is all just a big cash-grab (but hoGWARTS!!!)"
389,"About to watch the new fantastic beasts trailer when an ad popped up. The ad before the video was the same trailer I was about to watch. What are the odds? <U+0001F602><U+0001F602><U+0001F602> "
390,"New Trailer for the Second Fantastic Beasts Movie  via "
391,"Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | M...  via "
392,"November sure cannot be here fast enough. Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer "
393,"The new Fantastic Beasts trailer is so good can’t wait to see the new creatures and aah i just LOVE the hp universe <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> i’m gonna reread the whole series next week"
394,"FANTASTIC BEASTS 2 Trailer 2 (2018) "
395,"Fantastic Beasts
2 Fantastic 2 Beasts
Fantastic Beasts: Tokyo Drift
Fantastic &amp; Beasts
Fantastic Five
Fantastic &amp; Beasts 6
Beasts 7
The Fate of the Beasts"
396,"Fantastic beasts : Crimes of Grindelwald  trailer is out and I'm loving Young Dumbledore.  "
397,"Godzilla se ve vergas, Fantastic Beasts se ve equis"
398," : The Crimes of  - Official Comic-Con Trailer  via "
399,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
400,"MINUS JOHNNY DEPP IM SO MFING EXCITED FOR FANTASTIC BEASTS TWO WOWOWOWOWWOWOWOW"
401,"Trailer fantastic beasts - the crimes of grindelwald | Warner Bros. | Comic Con 2018



       "
402,"Trailer fantastic beasts - the crimes of grindelwald | Warner Bros. | Comic Con 2018



       "
403,"The Fantastic Beasts trailer just rugged  my wig. Lord!"
404,"I mean, what were they supposed to do about Johnny Depp in Fantastic Beasts 2?  It's not like he's playing a character who they've already done an entire movie establishing he can change his form or anything."
405," Loving it too !! Let out a audible squeals at aqua man, Shazam and fantastic beasts !!"
406,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
407,"<U+0001F5E3> JOHNNY DEPP IS FUCKING PERFECT IN THE NEW FANTASTIC BEASTS TRAILER SHAKSVDKSHSJSHSYE"
408," Wow.  This makes me want to binge-watch the original 8 Harry Potter films plus the first Fantastic Beasts film all over again."
409,"Fair warning: I have loved Harry Potter all my life and once autumn comes I will probably be tweeting about Fantastic Beasts and I’m a messy multi-fandom bitch and that’s just who I am <U+270C><U+0001F3FC>"
410," I’ve been waiting for more Fantastic Beasts since it came out 2 years ago I’M SO READY"
411," <U+0001F49C>have you seen the new fantastic beasts trailer?"
412,"I didn’t even realise there was a new fantastic beasts trailer wow
Looks very cinematic and interesting despite the obvious issues with the film I’m kinda excited? 
Also yes I still very much have a crush on Newt... am I valid? 
"
413,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer

[16th November, 2018]
  "
414,"if i have to see one more head-ass post talking shit about how johnny shouldn't be in fantastic beasts or he shouldn't have showed up at sdcc imma lose my shit"
415," fr tho, it makes me so angry cause she fucking ruined his life practically and he is just now getting back up again and people are raising massive shit over the fantastic beasts movie he's in and stirring up all the abuse drama that isn't even true hh"
416,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
417,"Pota an'lala ng hitsura ni Nicolas Flamel hahaha

But the trailer and the movie look soooo nice.

Can't wait for Fantastic Beasts: The Crimes of Grindelwald!"
418,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 Espanol (2018)"
419,"So there's apparently going to be five fantastic beasts movies."
420,"omg the new fantastic beasts trailer got me soooo pumped omg yess"
421,"Art Deco-Inspired 'Fantastic Beasts: The Crimes of Grindelwald' Poster Hits Comic-Con 2018 "
422,"It would be a crime not to watch this Comic-Con trailer for Fantastic Beasts: The Crimes of Grindelwald  "
423,"Dumbledore gives Newt Scamander a dangerous new mission in the latest Fantastic Beasts: The Crimes of Grindelwald trailer  "
424,"Of the trailers released in conjuction with SDCC this year, the one, to my surprise, that caught my attention me the most is Godzilla: King of the Monsters. (the Fantastic Beasts sequel a close 2nd)  "
425,"after watching the Fantastic Beasts trailer for the millionth time I noticed This oh my god I AM SCREAAMINGGGGG AND DECEASED my heart can’t take this  "
426,"I added a video to a  playlist  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con"
427,"Here's the trailer for Fantastic Beasts: The Crimes of Grindelwald.
As a fantastic beast myself, I think it looks.... fantastic! "
428,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
429,"Fantastic Beasts: The Crimes of Grindelwald – Official Comic-Con Trailer "
430,"When I got see Fantastic Beasts 2 I am going to see it to support Eddie Redmayne, Jude Law, Katherine Waterston, Alison Sudol, Ezra Miller, and everyone else, NOT JOHNNY DEPP. He can go in a hole. Nobody wanted him here in the first place and JKR should have replaced him..."
431,"OH MY GOD MY HYPE IS BACK. MY CHILDHOOD IS ALIVE STILL. ALSO FUCK YOU JOHNNY DEPP 

FANTASTIC BEASTS 2 Official Trailer  (2018) Crimes Of Grindelwald Movi...  via "
432,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
433,"Any other fandom: we got Shazam, Fantastic Beasts, Aquaman, Godzilla trailers at  !!!!!!!     

AHS fans: we got the title. "
434,"Bro the new Fantastic Beasts trailer was so fire"
435,"Ezra Miller being in Fantastic Beasts is such a cocktease bc for years he was my fancast for Regulus Black"
436,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
437,"Fantastic Beasts: The Crimes of Grindelwald (2018) | M... 
Oooooooh      via "
438,"  _Jon_Arryn and Godzilla and Fantastic Beasts"
439,"ANOTHER TRAILER FOR FANTASTIC BEASTS GOD"
440,"'Fantastic Beasts 2' Brings Magical Trailer and Johnny Depp to Comic-Con  via "
441,"Fantastic Beasts: The Crimes of Grindelwald Comic Con Official Trailer | Reaction:  via "
442,"I added a video to a  playlist  Fantastic Beasts: The Crimes of Grindelwald Comic Con Official Trailer"
443,"<U+2606> Fantastic Beasts and Where to Find Them<U+2734><U+FE0E><U+262A><U+FE0F>trailer
<U+2734><U+FE0F>
 <U+2060> <U+2060>
<U+2060> <U+2060><U+2060> <U+2060>
#JohnnyDepp <U+2764><U+FE0F>
<U+274B>--<U+2741> #<U+30D5><U+30A1><U+30F3><U+30BF><U+30D3>2 <U+274B>--<U+2741> "
444,"    Read up on the trailer!  "
445,"I <U+0001F497> him "
446," Aaaaaahhhhh! The WB block was amazing!!! WW, Aquaman, Legos, Godzilla, Fantastic Beasts! So good!!"
447,"I liked a  video  FANTASTIC BEASTS 2 Trailer  (NEW 2018) The Crimes Of Grindelwald, Harry Potter"
448,"My review of today’s Comicon trailers:

Aquaman = Good
Shazam = Bad
Godzilla = Good
Fantastic Beasts = Bad

That is all."
449,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer - Comic Con 2018"
450,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
451,"Very happy Dan Fogler is back for Fantastic Beasts. Stole the first movie for me &lt;3"
452,"Ezra Miller cosplays as Toadette for Fantastic Beasts Comic-Con panel - "
453,"Johnny Depp Surprising Fantastic Beasts Comic-Con Panel 2018 - "
454,"The sequel to 2016’s  and Where to Find Them is firmly a “darker” story. "
455,"Omg that FANTASTIC BEASTS TRAILER. OH BOY."
456,". : “Everyone Is Scared Of Something” New  Trailer Drops     "
457,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via  yeeeeeeeeeees!"
458,"Saya suka video   Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
459,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
460,"Excellent niffler content in the last Fantastic Beasts trailer 20 outa 10 (and mostly one of the main reasons I'm gonna watch the film tbh) "
461,"And who gave that FANTASTIC BEASTS 2 trailer the right to give me shortness of breath akin to asthma?!?!?"
462," Sure, except "
463,"iM sad I didn’t know they were having a fantastic beasts panel"
464,"Can we talk about the moment in the new Fantastic Beasts trailer where Dumbledore sits on his desk and his bum looks <U+0001F44C><U+0001F3FB> "
465,"i grew up with the harry potter series and i'm soooo ready for the new fantastic beasts it looks amazing"
466,"Watch the New Fantastic Beasts 2 Trailer! "
467,"fantastic beasts: the crimes of lesbian "
468,"_dean15  Search on YouTube ‘Fantastic Beasts 2 trailer’, and look for the one posted on the 21st July 2018"
469,"Fantastic Beasts: The Crimes of Grindelwald SDCC 2018 Official Teaser Trailer Reaction:  via "
470,"New ‘Fantastic Beasts: The Crimes of Grindelwald' trailer  <U+0001F629><U+0001F629>"
471,"Movie trailers released at 
SDCC 2018:

Shazam
Aquaman

Glass

Fantastic beasts:
The crimes of Grindelwald

Godzilla: King of the monsters."
472,"'Fantastic Beasts 2' Brings Magical Trailer and Johnny Depp to Comic-Con  via "
473,"To the “geek” reporter who promoted his “pro” Depp tweet about Depp’s appearance at SDCC and the Fantastic Beasts movie: I reported it as offensive. 

STOP FANBOYING ABUSERS!"
474,"'Fantastic Beasts 2' Brings Magical Trailer and Johnny Depp to Comic-Con  via  Go back to Sleepy  Hollow, Depp!"
475,"CREDENCE IN THE NEW FANTASTIC BEASTS TRAILER OMMMG EZRA"
476,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
477,"See the new trailer for Fantastic Beasts: Johnny Depp Is A Shit Human"
478,"The new fantastic beasts trailer was amazing. Like jaw dropping amazing. The mirror of Erised. Dumbledore. Nicholas Flammel &amp; the Boggart scene like prisoner of Azkaban."
479,"_Katzby Oh yeah I’m still in no way confident  will actually be good but in James Wan I try to trust. What strikes you as different about Fantastic Beasts 2? I just thought it looked like more of the same but with the conventional “ooo darker sequel!!” filter slapped on top"
480,"_Katzby Ha! Really didn’t do much for me. Shazam looks annoying. Godzilla trailer never really found anything that excited me. Fantastic Beasts is just in the same vein as the JW franchise for me, but I doubt Grindelwald will be as nicely directed as Fallen Kingdom was. Sad times 4 me..."
481,"Fantastic beasts is going to be awesome again"
482,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
483,"I added a video to a  playlist  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con"
484,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
485,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
486,"_Watts THERE IS A NEW FANTASTIC BEASTS TRAILER! Just thought you should know"
487,"Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | M...  via   "
488,"Fantastic Beasts "
489,"super excited for fantastic beasts the crimes of grindelwald y’all have no idEA"
490,"THE NEW FANTASTIC BEASTS TRAILER "
491,"hogwartsfansite: Me watching the new Fantastic Beasts Trailer: "
492,"I really hope Aquaman obliterates Fantastic Beasts at the box office.

You know why."
493,"Why johnny depp at the panel for fantastic beasts look like lemon gerard"
494,"FANTASTIC BEASTS 2 Trailer 2 (2018)  via "
495,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
496,"  Was excited to see Fantastic Beasts  2 being advertised on tv last night! Not so chuffed to see that we will have to wait till November to see it in cinemas!!!"
497,"the new fantastic beasts trailer? can I get two “fuck me up fam”, one “my body is ready” and a side of “shut up and take my money”?"
498,"Nuevo avance de Fantastic Beasts: The Crimes of Grindelwald  "
499,"DC have been winning this year's Comic Con based on the trailers I saw today. First a standard Shazam trailer, then a promising Aquaman trailer and lastly they hit us with final masterpiece of confirming the flash's return to the new the Fantastic Beasts movie  "
500,"Johnny Depp Surprises Comic-Con as His Dark Fantastic Beasts Character: 'The Moment Has Come' "
501,"The New “Fantastic Beasts: Crimes Of Grindelwald” Trailer Is Here And We Get To See Young Newt At Hogwarts  "
502,"i am so hyped by the new fantastic beasts trailer!!!!!!!!!!!"
503,"I'm into it. "
504,"God if it wasn't for Johnny Depp I would be All In on Fantastic Beasts"
505,"OMG EL TRAILER DE FANTASTIC BEASTS Y AQUAMAN "
506,"Fantastic Beasts: The Crimes of Grindelwald - Trailer 2 | Reaction:  via "
507," Speaking of the devil (HP), have you already watched fantastic beasts trailer? Or you are not the spoiler-self kind of person?"
508,"Oh my
Fantastic beasts 2 and Godzilla king of the monsters <U+0001F914>"
509,"_morrismovies  easily looks like the worst movie of that bunch (saying that as someone who wants to see it). I'm excited for Shazam/Fantastic Beasts 2 (didn't like the first one, this looks much better) and loved the trailer for Godzilla but think giant monsters hard to pull off today"
510,"I wish I could enjoy content about Fantastic Beasts but even looking upon Depp’s ugly face in it makes me sick."
511,"Me after watching the new fantastic beasts trailer "
512," Oh he’s young Dumbledore in ‘Fantastic Beasts: Crimes of Grindewald’."
513,"SO. There has been a new trailer for Fantastic Beasts and NONE of you told me about it. Wow, I see how it is. "
514,"Okay so Harry Potter Marathon including Fantastic Beasts and then going to watch  in the movies 3 times <U+0001F64B><U+0001F3FD><U+200D>><U+FE0F>"
515,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer REACTION!!!"
516,"Warner Bros is on fire today! These guys have been hard at work on a low key. Fantastic beasts 2, Shazam, aqua man and now Godzilla? Its on!! "
517,"Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | M...  via  Just Seen This Trailer It Looks Amazing Can’t Wait Until Its Out <U+0001F929><U+0001F913><U+0001F44C><U+0001F3FB><U+2764><U+FE0F>"
518,"FANTASTIC BEASTS 2 Trailer 2 (2018) "
519,"Hey hi I’m obsessed with fantastic beasts."
520,"This new Fantastic Beasts trailer has me SO hyped"
521,"THEY RELEASED A TRAILER FOR FANTASTIC BEASTS AND WHERE TO FIND THEM IM CRYING"
522,"AHHHHHHHHHHH

FANTASTIC BEASTS 2 Trailer 2 (2018)  via "
523,"Fantastic Beasts is looking promising too"
524,"Well Fantastic Beasts looks a bit good!"
525,"I can’t wait to see him in the new fantastic beasts movie "
526,"It was a good day for blockbuster trailers holy shit
•Aquaman
•Shazam
•Fantastic beasts 

I’m so very excited"
