"X","Reviews"
527,"Marvel Studios was like “we gave y’all Infinity War, plus Ant-Man and The Wasp. DON’T ASK FOR ANYTHING ELSE AT SDCC!” Understandable.

DC &amp; WB were like “aight bet...UNLEASH THE KRAKEN!” Trailers for Aquaman, Shazam, Godzilla 2, and Fantastic Beasts 2, fam... 

 "
528," Fantastic Beasts: The Crimes Against Cinema...amiright...ahem"
529,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
530,"Zoe Kravtiz looks great in the new FANTASTIC BEASTS trailer! <U+0001F440> Strong British accent too."
531,"They Don't Need to Buy a SpaceX Ticket, They're Already in Orbit. "
532,"Johnny Depp Makes A Surprise Comic-Con Appearance As The Trailer For Fantastic Beasts: The Crimes of Grindelwald Debuts! Watch HERE! "
533,"All the updates, trailers, and commentary for Fantastic Beasts: The Crimes of Grindelwald  []"
534,"Zoe Kravitz Calls To Impeach Trump At 'Fantastic Beasts' Comic-Con Panel  "
535," Yes, along with Godzilla and a new Fantastic Beasts. Still not as good as Glass though."
536,"I keep seeing stills of JDepp in the Fantastic Beasts movie on my tl and like...if y'all honestly think Albus Percival Wulfric Brian Dumbledore thirsted after THAT hoo boy"
537,"6. Fantastic Beasts - I enjoyed the first one. This one looks fun too."
538,"it seems like majority of ppl on twitter are saying they won’t see fantastic beasts, but are they actually gonna follow through?"
539,"Since the  trailer is out... shall I take this opportunity to be honest: I think that Harry Potter and the Cursed Child is terrible compared to Fantastic Beasts?"
540,"I just realized the new fantastic beasts movie comes out in November <U+0001F62C>"
541,"Fantastic Beasts
Aquaman
Shazam

Just WOW!"
542,"A <U+2605><U+2605><U+2605><U+2605><U+2605> review of Fantastic Beasts and Where to Find Them 5 (2024) by Toibis on : "
543,"i just watched the fantastic beasts cog trailer and that scene where the teenagers are extras in hogwarts made me :,) what a dream i'm so incredibly jealous i hope they truly loved it like i would've"
544,"i really hope fantastic beasts 3 requires scenes of students as extras so i could at least apply lmao sksk"
545,"fantastic beasts, into the spiderverse, lego movie 2, shazam and aquaman woah i’m shaking <U+0001F627>"
546,"Everyone defending Johnny Depp is t r a s h. He shouldn't be in Fantastic Beasts, period."
547,"Tetszett egy video ():  – Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) |"
548,"We just were at the Harry Potter Studio and saw all the film sets and costumes for both Harry Potter and Fantastic Beasts. I can’t wait!!! "
549,"FANTASTIC BEASTS 2 Official Trailer  (2018) Crimes Of Grindelwald Movi... "
550,"Trailers released today:
Shazam
Fantastic Beasts
Aquaman
Godzilla

IT’S A GOOD TIME TO BE ALIVE"
551,"IM ONLY CRYING A LITTLE
Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
552,"bitch why is no one telling me that there's a new Fantastic Beasts trailer out"
553,"""I take it you've heard the rumours - Grindelwald had a vision. And it will rise to dominance over the wizarding world."" "
554,"'Fantastic Beasts: The Crimes of Grindelwald' Comic-Con Trailer  "
555,"Ich mag das -Video:  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
556,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer "
557,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
558,"Fantastic Beasts 2 - The Crimes Of Grindelwald | Trailer 2 Reaction  via "
559,"IM DYING BECAUSE OF FANTASTIC BEASTS UPDATESSSSSSSSS. I AM FVCKING EXCITED. UUUUUUUUUUUUGH"
560,"look, i waited to fucking years for fantastic beasts...

i'm fucking hyped."
561,"Trailer Trash! – Fantastic Beasts: The Crimes Of Grindelwald  "
562,"Fantastic Beasts: The Crimes of Grindelwald   via 
I’M SO EXCITED!!!!! This looks AMAZING!    _rowling"
563,"Oznacil(-a) som video   Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer -"
564,"Fantastic Beasts: The Crimes of Grindelwald

WOW...

"
565,"Fantastic Beasts Trailer <U+0001F60D>"
566,"Fantastic Beasts: The Crimes of Grindelwald Trailer
"
567,"Fantastic Beasts: The Crimes Of Grindelwald: New trailer is released  via  "
568,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
569,"Fantastic Beasts 2 looked pretty cool, but then John Beauregard Depp IV showed up and I lost all interest in the movie.

 "
570,"Eddie Redmayne Says The Actor Who Plays Young Newt Is The Most Magical Part Of ""Crimes Of Grindelwald""  via "
571,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
572,"""Fantastic Beasts: The Crimes of Grindelwald"" trailer

"
573,"""omg everyone boo'd j*hnny d*pp in the fantastic beasts trailer!!!!"" that's hilarious but if you go see that movie you're still paying his salary"
574,"New trailer of Fantastic beasts <U+0001F604><U+0001F604><U+0001F60D>"
575,"i MAY have bought this bc of eddie redmayne (but i also love fantastic beasts) "
576,"New fantastic Beasts looks great"
577,"The new  trailer is better than the last one and therefore I am a little more excited for it, but I just can't get over Johnny Depp's involvement. "
578,"Still not, nor will I ever be, over the fact that young Dumbledore saw Grindelwald in the Mirror of Erised, and that Nicholas Flamel meets Jacob in Fantastic Beasts: The Crimes of Grindelwald...<U+0001F60D><U+2764><U+FE0F>

 "
579,"Magic blooms only in rare souls<U+0001F9D9><U+200D>+<U+FE0F><U+0001F49C> .
Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | M... "
580,"Aquaman, Shazam, Godzilla, Fantastic Beasts son vida. "
581,"""Fantastic Beasts: The Crimes of Grindelwald"" Comic-Con trailer introduces Nicolas Flamel  via "
582,"Fun fact: Queenie from Fantastic Beasts  and Hopper  from Stranger Things date in real life. I majorly support this. Which I’m sure will make  them both take a big sigh of relief.   "
583,"The fantastic beasts <U+2764>"
584,"The Fantastic Beasts trailer putting me in tears because I get to see Hogwarts again"
585,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
586,"haven’t watched the fantastic beasts trailer yet but will reiterate i am only here for credence barebone"
587," Completely thorn between Aquaman and Fantastic Beasts!"
588,"I added a video to a  playlist  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer - React &amp;"
589,"in the fantastic beasts trailer, when young newt said that he fears having to work in an office...

...I FEEL THIS SM"
590,"Shazam &gt; Fantastic Beasts &gt; Godzilla &gt; Aquaman "
591,"Muerte cerebral NOVIEMBRE LLEGA YAAAAA Fantastic Beasts: The Crimes of Grindelwal "
592,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
593,"God I really can’t emphasize enough how specifically it is Johnny Depp that makes me have zero interest in 2 Fantastic 2 Beasts"
594,"The new trailer for Fantastic Beasts looks so friggin’ good!!! "
595," Godzilla &gt; Shazam &gt; Aquaman &gt; Fantastic Beasts 2"
596,"  I liked them all. I was very meh on Fantastic Beasts 2 but I have a personal beef with that franchise right now lol."
597,"This is how you RUIN things for people, If I had been there I would have demanded my money back.
""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via "
598,"Everything we noticed from the Fantastic Beasts: The Crimes of Grindelwald Comic-Con trailer - Pottermore  "
599,"Announcement/ promo for new fantastic beasts sequeal "
600,"So we all agree to not support Fantastic Beasts and to not give our coin to Johnny Depp this November and go see and support our girl Amber Heard in Aquaman instead right?"
601,"Seeing Nicolas Flamel at the end of Fantastic beasts new trailer was like:

 "
602," I can’t pick one, I loved them all and coming from WB and DC, that’s truly saying something, but as others said, Fantastic Beasts also looks great, can’t wait to see them all <U+0001F60A>"
603,"I'm watching Fantastic Beasts and Where to Find Them (2016)  "
604,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
605,"I liked a  video  Fantastic Beasts 2 Trailer Review - SDCC 2018"
606,"FANTASTIC BEASTS 2 Trailer 2 (2018)  via "
607,"This movie is going to be EPIC!  Fantastic Beasts: The Crimes of Grindelwald (2018), Official Comic-Con Trailer
 "
608,"Reaction to.....Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer:  via "
609,"Reaction to.....Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer 
"
610,"So much good shit in my timeline. 

Fantastic Beasts 2 at  

and 

DC movies that are coming soon <U+0001F606>"
611,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
612,"I actually quite liked Fantastic Beasts 1, I thought it was better than most of the Harry Potter film adaptations. I'd honestly be on board for the series if not for depp"
613,"You guys don’t understand how amped I am for Fantastic Beasts"
614," trailer ratings (the ones I saw so far)

Godzilla - 10/10
Glass - 9/10
Shazam - 7/10
Fantastic Beasts - 6/10
Aquaman - 4/10"
615,"I really like what this Fantastic Beasts movie is exploring but I’m so turned off by Depp."
616,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via  _Con FANTASTIC BEASTS &amp; HOGWARTS ARE BACK!   "
617,"I AM SO READY FOR FANTASTIC BEASTS 2! "
618,"<U+30FB>Johnny Depp Stops By Comic-Con in Character as Grindelwald Alongside 'Fantastic Beasts' Cast! "
619,"The trailer for FANTASTIC BEASTS 2 looks great! Except you know..."
620,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
621,"Watch the New Fantastic Beasts 2 Trailer!  via "
622,"DIOOSMIO El trailer de Fantastic Beasts: The Crimes of Grindelwald.<U+0001F60D><U+0001F631>"
623,"_xpress five fantastic beasts movies about rise and fall of Grindelwald and tom riddle and Hagrid attended Hogwarts in between"
624,"pra fantastic beasts eu nem lreciso falar"
625,"‘Fantastic Beasts’ Comic Con Panel Explodes With Calls To ‘Impeach Trump’ — Not Everyone Is Thrilled  "
626,"yes, the Fantastic Beasts trailer look good n everything, but they not gon have my money.

I'm not gonna support an abuser and a victim shamer/white feminist."
627,"Literally gave me chills . WOW Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer   via "
628,"Why do actors believe they have a moral authority and must insert their politics?
Do their egos and playing make believe erode brain cells?
""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via "
629,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
630,"The new Fantastic Beasts trailer gave me GOOSEBUMPS. How am I going to handle the real thing come November? <U+0001F62D><U+0001F62D>"
631," _twt Watching the trailer for the new Fantastic Beasts movie made me realise i've missed it so much<U+0001F62D><U+0001F49C>"
632,"I’d be more interested and excited about Fantastic Beasts if Johnny Depp wasn’t in it."
633,"4 more months until fantastic beasts comes out <U+0001F62D>"
634,"It would be a crime not to watch this Comic-Con trailer for Fantastic Beasts: The Crimes of Grindelwald  "
635,"It would be a crime not to watch this Comic-Con trailer for Fantastic Beasts: The Crimes of Grindelwald  "
636," Ok but if u didn't find fantastic beasts charming then I'm upset"
637,"omg crimes of grindelwald looks so goooood 
more harry potter than fantastic beasts 1"
638,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
639,"I didn’t think fantastic beasts would make a good franchise but it held its own and will do great as a stand-alone movie within the Harry Potter universe can’t wait for this one "
640,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
641," Grace, Fantastic Beasts is getting drowned by WB's other 3 blockbusters. At least on YouTube "
642,"Here is my placements for the WB Comic Con Trailers:
Best - Worst

1) Fantastic Beasts: 2
2) Godzilla
3) Aquaman
4) Shazam "
643,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer - Comic Con 2018"
644,"Won't be watching your movie.   That's me and children and my wife.  We are sick of you idiots... actually liked Johnny depp...

""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via "
645,"THE FANTASTIC BEASTS 2 TRAILER IS BEAUTIFUL IM CRYING NOVEMBER CANT COME QUICK ENOUGH EDDIE IS BEAUTIFUL"
646,"'Fantastic Beasts and the Crimes of Grindelwald'... where are my heart beats after this new trailer? <U+0001F60D>"
647,"Shazam looks great. Aquaman looks balls. Fantastic Beasts looks fine. I have no idea what's going on in Godzilla but it's look great and, as per usual, The Walking Dead sucks."
648,"So Walking Dead Season 9, Aquaman, and Fantastic Beasts Crimes of Grindlewald...y’all <U+0001F440> I am so ready <U+0001F64C> oh and uh school starts next month <U+0001F602>"
649,"It would be a crime not to watch this Comic-Con trailer for Fantastic Beasts: The Crimes of Grindelwald [Destructoid]   "
650,"""His imitation of all Newt's mannerisms was so brilliant, and it was such a joy to watch him work"" "
651,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
652,"The : The Crimes of Grindelwald gives us our first look at a classic  character  "
653,"Chinese &amp; Fantastic Beasts and Where to Find Them <U+0001F961><U+0001F98E> seriously living my best life <U+0001F64C><U+0001F3FC><U+0001F3E1><U+0001F491><U+2764><U+FE0F>"
654,"Johnny Depp took it to the next level on Saturday when he showed up dressed as the titular villain in his new movie, : The .
The actor was a surprise guest at Warner Bros.’ Comic-Con Hall H panel for the upcoming Fantastic Beasts sequel "
655,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
656,"i still haven't seen fantastic beasts 1 and i don't think i ever will"
657,"""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via    ! <U+0001F44F> Keep shooting yours mouths off! Every syllable ensures  and beyond.  !"
658,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer  | REACTION!!"
659,"Fantastic Beasts 2 Trailer  Reaction  via "
660,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
661," and  trailers were pretty good, but it’s  that’s got me hyped! 

*can’t be bothered with fantastic beasts...not even enough to hashtag it. <U+00AF>\_(<U+30C4>)_/<U+00AF> "
662,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald (2018) | OFFICIAL COMIC-CON TRAILER"
663,"Johnny Depp Stops By Comic-Con in Character as Grindelwald Alongside 'Fantastic Beasts' Cast!  via "
664,"All the updates, trailers, and commentary for Fantastic Beasts: The Crimes of Grindelwald  "
665,"""The 'Fantastic Beasts 2' trailer looks great!!!!"" "
666,"Young Dumbledore. "
667,"""His imitation of all Newt's mannerisms was so brilliant, and it was such a joy to watch him work"" "
668,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
669,"Ok so I get the appeal of the new Fantastic Beasts movies. I rly do. I even can see past Creep Extraordinaire Johnny Depp for one morsel of a moment, but the fact remains that we know the endgame. We know what happens w Grindelwald and this whole shebang."
670,"His  appearance came as a total shock for multiple reasons. "
671,"The Fantastic Beasts franchise feels like J.K. Rowling writing fanfiction to herself."
672," I was reading the old version of fantastic beasts(2009) and the last note about Newt Scamander is that 'he lives in Dorset with his wife Propentina'. How awesome is jkr to remember that detail she put in before to bring it out in the movies?<U+0001F60E><U+0001F496>"
673,"IM READY FOR THE SECOND  FANTASTIC BEASTS MOVIE"
674,"Fantastic Beasts 2:
-Cool visuals, good cast altogether aside Depp.
-Seems much more intriguing than the previous one, which is understandable since that one was more less just introducing the world and setting up the incoming films."
675,"Man, SDCC has been incredible overall. Can’t wait to see the Venom and Halloween footage. As for what I’m interested, the trailer rankings are:

Godzilla &gt; Aquaman &gt; Shazam  = Broly &gt; Fantastic Beasts 2 &gt; YJ3 = Titans &gt;&gt;&gt; Glass"
676,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer {REACTION}"
677,"The Fantastic Beasts 2 trailer has got me all kinds of weirdly hyped. I didn't expect that, first one was good"
678,"Dumbledore's old (very old) buddy Nicolas Flamel makes an appearance!

"
679,"Le trailer d’Aquaman et Fantastic Beasts "
680,"WATCH: A new trailer for  has landed 
  "
681,"Hollywood libtards are going to use magical thinking to impeach our President..and they wonder why their relevance continues to diminish and movies are making less money...as Forest Gump says ""stupid as as stupid does!""
 via "
682,"I liked a  video  FANTASTIC BEASTS 2: The Crimes of Grindelwald Trailer 2 - TRAILER REACTION"
683," Fantastic Beasts sequel"
684,"Aquaman, Shazam, Fantastic Beasts 2, Godzilla King of the Monsters... it’s been a good day for trailers <U+0001F64C><U+0001F3FB>"
685,"I could watch the trailer for Fantastic Beasts again and again and again till the movie drops. Damn! Those cats, Johnny Depp as Grindelwald, the beasts, the Thestrals-pulled chariot....... <U+0001F924><U+0001F924><U+0001F924><U+0001F924>"
686,"Fantastic Beasts looks great but I won’t watch it if Johnny Depp is in it."
687,"the second trailer for fantastic beasts 2 is so much better than the first one it has me actually hyped now"
688,"Well,another one off my list. Do these lefties realize 63 mill of us voted for PDT? I guess they've got their $ they don't care about the movie. Good luck with that.
'Fantastic Beasts 2' Brings Magical Trailer and Johnny Depp to Comic-Con  via "
689," : The Crimes of Grindelwald trailer drops - and it looks epic  "
690," : The Crimes of Grindelwald trailer drops - and it looks epic  "
691," Fantastic beasts was underwhelming to me I just don’t care 
Titans was horribly edited and has some other problems but I think if a second trailer is good enough I can give the show a chance. Which is unlikely considering the show runner wrote batman and robin"
692,"SAN DIEGO COMIC CON 2018 SOOO MANY INCREDIBLE TRAILERS!!! trailers for: Shazam, Aquaman, fantastic beasts, Godzilla 2, Glass(sequel to split) and MORE hell yes. It’s a good day for the geeks"
693,"Fantastic Beasts: The Crimes of Grindelwald Trailer {REACTION} "
694,"NECESITO VER FANTASTIC BEASTS YA"
695,"Now playing: Fantastic Beasts and Where to Find Them (James Newton Howard) - Newt Says Goodbye To Tina / Jacob's Bakery 
Listen  "
696,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
697,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
698,"Just saw fantastic beasts 2 trailer  and where to find them deathly hallows wand is in the movie "
699,"I added a video to a  playlist  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con"
700,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
701,"SDCC trailers thoughts so far: 

Godzilla: King of the Monsters - 10/10
Fantastic Beasts: Crimes of Grindelwald - 4/10
Shazam - 9/10
Aquaman - 6/10
Titans - 3/10
Young Justice - 8/10
Star Wars: The Clone Wars - 9/10
Doctor Who - 8/10
Star Trek: Discovery season 2 - 7/10"
702,"I thought the first Fantastic Beasts was fine. Its like a 7/10. 

Crimes of Grindelwald just looks so boring and uninteresting. "
703,"The latest Fantastic Beasts: Crimes of Grindelwald trailer shows off more beasts, crime, and Grindelwald "
704,"I liked a  video  10 Theories About The Fantastic Beasts: The Crimes of Grindelwald"
705,"I liked a  video  Fantastic Beasts The Crimes of Grindelwald - Yusuf Kama New Character Photo"
706,"Watch ""Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"" on YouTube
… — "
707,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
708,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
709,"Aquaman
Shazam
Fantastic Beasts: The Crimes of Grindelwald
E eu to como: "
710," Damn, that bad with Fantastic Beasts? If I didn't know any better, I'd think you just hate the series."
711,"  Ikr? I legit squealed when I saw the Elder Wand at the end. Depp actually looks quite good in the role, and I'm loving the vibes of this movie. Something I loved about Fantastic Beasts was how it captured JK Rowling's magic, but was still different and unique. I'm hyped."
712,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer.  
"
713,"the new fantastic beasts trailer has me shook man"
714," College Kids React to Fantastic Beasts: The Crimes of Grindelwald trailer"
715,"Slept 12 hrs and Aquaman, Shazam, Godzilla and Fantastic Beasts trailers came out. Should I sleep more?"
716,"I am so sick and tired of every single media property out there having to be “dark” "
717,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
718,"The New “Fantastic Beasts: Crimes Of Grindelwald” Trailer Is Here And We Get To See Young Newt At Hogwarts  "
719,"fantastic beasts 2 (the crimes of grindelwald) are what we’ve been waiting for <U+0001F91D>"
720,"I liked that Shazam trailer way more than I anticipated. I’m so bummed that Fantastic Beasts isn’t anything close to what I want."
721,"I'll just leave this here...

Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
722,"i would be absolutely drooling over the fantastic beasts series if johnny depp wasn’t grindewald"
723,"I had to tell the woman next to me why I’m annoyed at Depp casting in Fantastic Beasts and then the next trailer was Mission Impossible and we bonded over why we aren’t sure we can support Cruise"
724,"The new Trailer for Fantastic Beasts and the Crimes Of Grindelwald looks amazing. Makes me very keen of seeing the movie. Can’t wait to see more of Young Dumbledore."
725,"YALL THE FANTASTIC BEASTS TRAILER IS PUT HOLD THE FCKING PHONE"
726,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  <U+3088><U+308A>"
727,"I'm yelling because the deluminator is shown in the new fantastic beasts trailer omg"
728,"Jude Law, though. My heart weeps for how perfectly he fits into the role because i fucking hate how Rowling and Yates are navigating Fantastic Beasts, yet i’ll still probably watch the movie because my dumb ass heart misses the universe and wants to see Jude’s Dumbledore"
729,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
730,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
731,"The Fantastic Beasts trailer was great! Jude Law as a young Dumbledore is brilliant casting. AND THAT FLAMEL REVEAL AT THE END HAD ME SHOOK YO."
732,"
This movie looks so great, so much world building just from the trailer. Wish they titled the series differently. I understand there's a book called Fantastic Beasts but it's misguiding to what the movies are actually about."
733,"'Fantastic Beasts 2' Brings Magical Trailer and Johnny Depp to Comic-Con "
734,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer - Comic Con 2018"
735," This one looks better than the first Fantastic Beasts. They’ve screwed up Dumbledore’s timeline, but, yeah, watching Depp is difficult."
736,"Join 12 people right now at ""SDCC News: Cast of Fantastic Beasts: The Crimes of Grindelwald Opens Warner Bros. Theatrical Panel""    -potter        …  "
737,"The next fantastic beasts is out in November <U+0001F603> "
738,"       _rowling Your using concept art to prove your point? That’s an artist impression. When I went to see Fantastic Beasts there was a group of 8/9 year olds there for a birthday. None of them were cowering in a corner."
739,"I liked a  video  Fantastic Beasts 2 Trailer Review - SDCC 2018"
740,"Me gusto un video de   Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
741,"When I watched Fantastic Beasts I wasn’t paying attention &amp; missed the part where Colin Farrell transformed into Johnny Depp. I am completely happy to leave it that way."
742,"im sorry but the fantastic beasts trailer is so fucking dull"
743,"CONGRATULATIONS,  NOT SEEING THIS MOVIE!

""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'

           
  via "
744,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer -"
745,"Nouveau Trailer pour ""Fantastic Beasts: The Crimes of Grindelwald"" :   "
746,"FANTASTIC BEASTS WHAT HAVE YOU DONE TO ME? AAAAAAAAAAAAAA 
"
747,"Why is Jude Law in Fantastic Beasts trying so hard to be James McAvoy in Xmen"
748,"So I'm more impressionable than I realized for myself because the trailers for Fantastic Beasts, Steven Universe, Shazam, Aquaman AND Godzilla have gotten me excited."
749,"The new 'Fantastic Beasts: The Crimes of Grindelwald' trailer is here and it's time to get hype  "
750,"New post (The New ""Fantastic Beasts: Crimes Of Grindelwald"" Trailer Is Here And We Get To See Young Newt At Hogwarts) has been published on Best oF Life Central -  "
751,"The new '_Beasts: The Crimes of Grindelwald' trailer is here and it's time to get hype  "
752,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
753,"‘Fantastic Beasts 2’ Comic-Con Trailer Introduces Nicolas Flamel "
754,"I WAS JUST REWATCHING FANTASTIC BEASTS YESTERDAY AND NOW THE TRAILER'S OUT HOW TO KEEP CALM"
755,"El trailer de Fantastic Beasts <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
756," _rowling _rowling will You-know-who appear in the Fantastic beasts movies?"
757,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
758,"AND FANTASTIC BEASTS IM CRYING"
759,"All the  trailers have been great except fantastic beasts. Please just stop <U+0001F611>"
760,"THE NEW FANTASTIC BEASTS BITCHES WE GOING WIZARDING WORLD"
761,"SDCC: New Trailer For Fantastic Beasts: The Crimes of Grindelwald     "
762,"Johnny Depp Surprises Comic-Con in Full ‘Fantastic Beasts’ Character



Shared from my Google feed"
763,"Second trailer to J.K. Rowling's new screenplay of Fantastic Beasts: The Crimes of Grindelwald. The ending Nicolas Flamel joke is actually pretty obscure. Funny if you know or look it up. A real person of surreal posthumous fame, lol. "
764,"fantastic beasts 2- didn’t like the first one, don’t like johnny depp in the role at all, not that intrigued by this but looks better than the first at least"
765,"I love Harry Potter. I FUCKING love Harry Potter. I love the greater Wizarding World. I will not be spending money on future Fantastic Beasts movies and merchandise. I was so keen to avoid spoilers that I didn't even know Johnny Depp was going to be in the first one, but no more."
766,"On the flip side the new Fantastic Beasts film looks as though it has improved on the first film which is what a sequel is supposed to do. Having said that Johnny Depp still looks bloody ridiculous as Grindlewald. "
767,"""Johnny Depp"" if you really want to be honest, fantastic beasts<U+0001F4A9> sucks. it's much ado about NOTHING. just j.k. rowling filling her bursting coffers with more $ from harry potter dogs hungry for scraps that she throws them. p.s. YOU suck too"
768,"Me  fantastic beasts spoilers: evanesco 
(invisibility spell)"
769,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
770,"New 'Fantastic Beasts 2' trailer gives us an even bigger look at young Dumbledore:  "
771,"<U+0001F607><U+0001F618> _Depp Surprises Comic-Con as His Dark Fantastic Beasts Character: 'The Moment Has Come' "
772,"<U+0001F607><U+0001F618> ‘Fantastic Beasts 2’ Comic-Con Trailer Introduces Nicolas Flamel "
773,"<U+0001F607><U+0001F618> Johnny Depp Stops By Comic-Con in Character as Grindelwald Alongside 'Fantastic Beasts' Cast! "
774,"<U+0001F607><U+0001F618> Johnny Depp Stops By Comic-Con in Character as Grindelwald Alongside 'Fantastic Beasts' Cast! "
775,"Watch the Fantastic Beasts: Crimes of Grindelwald trailer from Comic-Con 2018 "
776,"I’m so excited about Fantastic Beasts don’t LOOK AT ME"
777,"MANOOOOO!!!!!!! Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
778,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer "
779,"Fantastic Beasts 2 looks just as dull and messy as the first one was, but with added Johnny Depp, so yknow.... a ton worse. lol"
780,"WB's SDCC trailers ranked: 
1. Godzilla: King of Monsters 
2. Aquaman 
3. Fantastic Beasts: The Crimes of Grindelwald 
4. SHAZAM!

Man. We had an EXCELLENT WB panel this year "
781,"Me gusto un video de   Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
782,"every time I come across the new Fantastic Beasts trailer I begin to get giddy before I remember that the Deathly Hallows was where the franchise should have died, and that the 7 books and 8 films alone are enough, and that it’s been tainted by Depp, and for a while my soul hurts"
783,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer "
784,"FANTASTIC BEASTS 2: The Crimes of Grindelwald Trailer 2 (2018)  via  "
785,"Over some jokes, ridiculous. Yet Johnny Depp has a role in the Fantastic Beasts movie. "
786,"I really cannot believe there’s gonna be 5 fantastic beasts movies"
787,"I never got into Fantastic Beasts or Harry Potter. I admired some of the films though."
788,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
789,"Good grief, _Con please don't screw up a great convention with POLITICS. Argh! "
790,"I‘m pretty sure what kept me together today were the posts from SDCC and the Fantastic Beasts trailer just literally saved my day."
